13	1	722	58
0	1	1007	44
358	0	359	81
266	0	267	33
3	0	361	70
20	1	794	76
0	0	303	81
231	1	616	70
20	2	54	38
79	1	618	58
231	1	1177	70
231	1	1308	70
20	0	377	62
5	0	140	52
38	2	1433	58
38	2	1428	76
13	1	618	44
231	1	1236	52
5	1	604	70
231	1	779	76
0	0	394	24
20	1	814	76
231	1	997	62
62	1	1168	24
0	2	1566	58
38	0	119	76
231	1	1151	58
20	1	642	70
1396	2	1443	47
231	1	1263	76
13	1	930	52
79	1	687	76
312	1	974	58
231	1	1120	76
17	1	1374	58
1396	2	1429	52
231	1	1167	62
231	1	1201	62
0	0	34	81
29	0	30	33
365	0	496	58
13	1	901	44
353	2	1406	33
231	1	1000	76
79	1	1113	85
64	0	243	33
79	1	641	2
13	1	624	24
365	1	698	58
79	1	703	62
5	0	19	24
312	1	882	33
13	2	1534	47
20	2	1535	70
64	0	538	62
231	1	1190	76
231	1	678	62
231	1	1344	70
79	2	280	62
79	1	773	33
38	0	512	33
126	0	241	52
42	0	355	70
20	1	764	76
231	1	1358	76
231	1	1183	81
79	1	770	24
231	1	714	81
231	1	1309	62
5	1	745	51
58	0	299	70
85	0	217	52
231	1	1273	70
13	1	640	38
231	1	844	81
42	0	380	24
231	1	665	52
3	0	309	24
17	0	279	58
231	1	640	85
231	1	719	62
0	1	535	77
3	0	493	76
0	0	97	52
231	1	882	70
20	1	758	70
231	1	1203	81
231	1	1277	76
7	0	498	76
231	1	605	70
7	0	278	70
42	0	135	44
79	1	666	81
1396	2	1477	52
3	0	108	33
62	1	660	24
36	0	132	62
231	1	953	62
0	1	1116	38
231	1	894	81
231	1	1031	58
85	0	558	81
17	0	537	62
13	1	846	70
20	2	1471	38
13	2	1584	81
5	1	620	58
3	0	66	12
1475	2	365	47
58	0	389	70
3	0	109	42
17	0	350	81
5	0	19	23
231	1	1088	76
20	1	656	76
231	1	1063	58
20	0	71	24
42	0	225	58
13	2	1493	33
365	1	620	47
231	1	1026	52
13	1	593	38
231	1	645	52
1396	2	201	81
231	1	636	52
79	1	610	48
231	1	670	70
231	1	627	58
231	1	1069	52
1552	2	1553	81
15	0	569	44
231	1	865	58
164	1	703	56
231	1	1016	81
20	0	111	33
231	1	769	52
231	0	246	62
13	1	640	58
231	1	861	52
1396	2	1448	81
231	1	1242	62
1396	2	1587	47
1491	2	1492	47
231	1	1021	52
231	1	1224	58
231	1	1238	58
231	1	932	58
13	1	931	10
312	1	1328	47
231	1	694	62
13	1	604	81
1438	2	39	24
231	1	1067	62
7	0	283	33
62	1	1007	33
36	2	1436	47
17	2	1577	58
231	1	1179	58
3	0	449	76
20	0	68	44
58	0	392	81
231	1	1079	57
231	1	1206	58
79	0	540	76
447	0	448	70
42	0	340	62
911	1	912	58
1414	2	1604	76
231	1	1164	70
231	1	1053	76
231	1	998	76
231	1	968	76
231	1	1004	81
231	1	1048	81
79	1	925	75
231	1	1096	62
15	0	158	81
13	1	936	76
13	1	1243	81
11	0	185	33
231	1	749	52
20	0	298	47
20	0	425	70
231	1	1082	76
231	1	1237	70
231	1	713	52
231	1	849	81
231	1	1191	62
7	0	229	46
231	1	1172	70
0	2	1432	58
231	1	696	81
62	1	1209	33
42	0	502	38
231	1	1084	52
13	1	620	33
231	1	957	62
20	1	1247	81
231	1	688	52
231	1	1320	76
231	1	1226	52
231	1	713	70
79	1	631	58
7	0	395	38
38	0	445	70
1112	1	694	58
17	0	459	33
231	1	961	62
231	1	837	52
20	1	922	60
9	0	98	62
397	1	610	38
231	1	1321	62
231	1	859	58
79	2	312	70
1474	2	1324	33
231	1	715	76
17	0	343	58
231	1	858	81
17	1	1029	44
17	1	618	32
3	0	410	47
231	1	1250	81
3	0	134	47
231	1	757	52
1186	1	802	33
231	1	1299	58
231	1	879	52
47	0	208	24
62	1	1159	24
3	0	581	44
62	1	827	33
1396	2	1499	47
231	1	706	52
9	0	379	60
231	1	610	52
20	0	37	62
929	1	930	33
231	1	807	62
0	1	793	62
17	0	199	58
7	0	178	62
20	0	310	44
13	1	689	76
397	0	504	38
231	1	716	81
231	1	991	62
15	0	113	81
231	1	775	62
200	0	201	44
231	1	1087	62
231	1	732	58
1449	2	1450	14
231	1	1216	58
20	0	416	44
231	1	1330	81
20	2	1522	58
13	1	356	70
62	1	819	24
85	0	90	70
42	0	407	38
62	1	618	23
375	0	364	81
20	0	37	76
13	0	70	52
231	1	1222	81
365	1	657	58
231	1	1365	70
231	1	1181	70
1160	1	1161	70
231	1	1276	81
231	1	1129	62
231	1	1236	70
231	1	1175	70
13	1	1127	44
7	2	1479	70
231	1	721	52
231	1	661	52
0	1	618	52
20	0	179	70
231	1	257	58
231	1	771	62
7	0	513	33
231	1	1235	81
13	1	604	38
13	1	1272	76
13	1	794	76
20	0	227	33
17	0	494	44
5	1	679	33
20	1	909	81
13	0	89	81
20	1	36	33
231	1	938	81
3	0	367	33
62	0	524	33
231	1	612	62
231	1	854	76
79	2	1524	47
17	2	1567	62
0	1	1116	47
62	1	1280	33
13	0	356	47
17	1	592	47
62	1	597	24
11	0	235	37
1506	2	222	47
231	1	1133	58
231	1	664	81
1458	2	39	62
38	0	497	81
13	1	730	44
7	2	1420	22
231	1	877	70
20	1	856	33
9	0	291	44
58	0	304	70
231	1	673	62
322	0	323	81
231	1	1078	81
5	1	817	47
42	0	146	62
13	1	843	62
79	0	545	58
79	2	1475	63
231	1	640	68
231	1	1258	58
79	1	631	76
64	0	243	62
20	1	677	81
3	0	326	38
20	0	265	24
231	1	789	76
20	0	347	76
231	1	1107	62
231	1	681	81
62	1	1258	24
231	1	1312	58
231	1	1284	70
47	0	48	70
1497	2	1498	44
13	1	1075	52
13	1	1246	38
79	2	478	24
166	0	177	33
231	1	904	70
231	1	927	52
79	1	631	62
353	1	885	15
13	1	724	38
1396	2	1495	52
830	1	831	33
231	1	1245	81
5	1	597	33
7	0	74	44
58	2	1404	76
42	0	506	38
17	1	1258	62
231	1	798	52
231	0	257	52
42	0	362	52
353	1	690	33
24	2	1484	70
62	1	1046	33
85	0	131	58
9	2	1419	47
7	0	372	24
231	1	916	58
62	1	677	25
231	1	1076	81
733	1	597	33
231	1	640	58
1257	1	724	33
27	0	252	47
17	2	1543	33
231	1	1254	81
9	2	1525	52
365	1	698	57
147	0	148	38
20	2	1460	47
62	1	944	33
1396	2	1602	58
5	1	607	38
1414	2	1415	82
1475	2	24	35
231	1	1091	62
0	0	144	38
3	0	66	44
79	1	643	68
0	1	618	76
15	0	84	38
79	1	856	76
231	1	1220	81
62	0	373	33
231	1	670	81
9	0	291	81
24	0	255	62
397	1	856	33
13	1	922	33
154	2	1502	33
27	1	856	47
231	1	887	62
13	0	294	9
1396	2	1579	47
231	1	727	76
24	0	122	33
5	1	738	52
231	1	1114	81
17	2	1554	44
62	1	666	24
231	1	1382	70
13	1	881	47
231	1	934	76
79	2	1550	58
516	0	517	55
231	1	659	51
85	0	452	81
62	1	921	33
0	1	843	38
20	2	1580	20
42	0	55	52
7	0	67	62
231	1	828	52
231	1	674	70
0	1	618	70
13	1	1310	47
3	0	460	24
0	1	1356	47
187	0	242	58
20	1	1013	81
535	0	536	62
353	2	1517	1
24	0	465	58
13	1	1064	81
231	1	874	62
9	2	1500	58
231	1	875	76
231	1	926	58
620	2	1419	81
0	1	920	76
231	1	1327	70
5	0	145	52
13	1	982	58
231	1	878	52
1489	2	1521	47
397	0	398	33
1396	2	1526	81
79	0	280	52
42	2	1572	44
1005	1	1006	38
0	0	247	62
164	0	165	58
13	0	100	24
231	1	852	76
353	1	1052	28
231	1	632	62
397	0	590	38
79	2	1532	76
17	0	277	58
5	0	189	58
5	1	610	62
64	0	488	62
20	1	648	76
0	0	371	62
231	1	949	62
1489	2	1490	47
38	2	48	38
79	2	1596	56
20	1	1262	76
1510	2	42	44
231	1	1188	70
62	1	802	33
231	1	777	52
58	0	370	81
79	1	873	70
20	0	51	81
614	1	643	58
231	1	1044	70
79	1	615	24
79	1	1158	62
3	0	120	44
231	1	1169	76
231	1	716	52
5	1	597	24
231	1	1259	81
7	0	214	62
58	0	330	70
27	2	79	52
13	1	986	44
17	0	566	62
231	0	250	76
79	0	301	70
13	1	701	58
15	0	565	81
1324	1	690	33
231	1	883	58
15	0	16	70
15	0	236	44
17	0	399	47
13	0	34	52
231	1	790	76
231	1	1109	76
15	0	480	70
353	2	1571	33
312	1	1315	33
79	1	703	61
231	1	1128	52
231	1	1173	70
231	1	1202	81
1396	2	1542	52
231	1	996	62
312	0	313	38
13	1	794	52
38	2	1442	33
79	2	137	39
17	1	618	62
231	1	1244	62
922	1	20	79
13	1	914	4
231	1	1230	70
3	0	98	58
231	1	692	58
62	0	523	24
13	1	622	81
231	1	1130	70
1530	2	1531	33
17	0	18	47
231	1	613	62
231	1	1045	52
85	0	456	76
0	1	753	33
38	0	589	24
13	1	759	44
231	1	886	58
1516	2	280	76
85	0	550	70
231	1	1334	62
20	0	260	44
17	1	624	76
13	0	577	76
13	1	642	38
13	0	568	41
3	0	103	16
38	2	1557	70
231	1	908	76
20	0	204	58
231	1	995	70
397	1	618	33
231	1	958	76
231	1	1160	81
231	0	264	52
231	1	1370	58
20	0	428	52
9	0	379	58
917	1	916	70
11	0	305	76
38	0	78	81
231	1	1155	70
20	0	68	33
231	1	1106	70
36	0	260	33
0	1	698	47
64	0	148	47
17	0	442	76
13	1	610	47
231	1	946	70
0	0	587	52
11	0	121	38
397	0	431	38
20	0	113	47
20	0	142	38
231	1	1227	52
231	1	629	58
231	1	941	70
0	0	254	18
64	0	93	38
17	0	576	62
36	0	54	38
231	1	1180	52
231	1	978	58
1396	2	1562	58
58	0	582	70
79	0	280	47
13	1	1166	70
231	1	1199	62
231	1	1068	52
42	0	335	62
13	1	842	70
62	2	1601	24
231	1	1123	81
231	1	638	58
79	2	1504	33
237	0	95	62
231	1	1268	81
231	1	1080	76
5	0	99	33
9	2	1549	58
231	1	1296	58
20	0	411	33
3	0	168	44
231	1	933	81
13	0	26	44
231	1	747	62
1469	2	89	73
231	1	983	81
438	0	439	52
231	1	1173	81
20	0	337	44
15	0	555	70
13	1	944	52
9	0	149	81
231	1	803	81
231	1	808	62
79	1	618	70
231	1	820	76
5	1	610	24
231	1	1189	81
24	0	384	81
1086	1	690	33
231	1	1207	70
231	1	680	58
231	1	1092	70
64	0	65	33
15	0	412	33
231	1	640	62
231	1	880	58
5	1	618	51
231	1	711	58
231	1	999	58
20	1	1267	76
231	1	1346	70
7	0	329	33
231	1	820	70
375	0	343	81
5	2	1413	44
231	1	934	81
231	1	993	76
13	1	1162	62
17	0	349	81
237	0	476	62
17	0	518	44
62	2	1598	24
13	1	1062	52
231	1	1119	62
231	1	606	62
42	0	547	52
13	1	724	62
231	1	910	76
353	1	1392	33
231	1	884	81
3	0	4	47
0	1	642	20
42	0	416	58
20	1	620	67
42	0	345	46
15	0	238	70
231	1	720	81
231	1	796	62
0	0	292	24
42	0	94	38
231	1	885	58
231	1	1245	76
126	0	201	52
79	2	1472	68
42	0	215	38
231	1	939	70
79	1	1158	81
13	1	764	76
64	0	244	33
3	0	263	38
9	0	466	60
231	1	962	52
79	1	740	68
9	0	290	44
231	1	649	70
231	1	1165	58
58	2	1481	70
231	1	659	58
0	1	730	38
3	0	175	28
231	1	905	58
79	1	1307	76
231	1	1319	58
231	1	943	81
13	1	642	76
231	1	869	70
9	0	116	44
7	0	409	33
79	1	1378	76
231	1	1361	58
7	0	207	38
231	1	1248	70
181	0	182	31
231	1	1228	52
231	1	1292	81
231	1	1110	70
79	0	219	76
58	0	584	81
44	0	45	33
231	1	610	58
24	0	462	58
17	1	643	62
0	1	843	52
166	0	208	24
38	0	153	33
1452	2	1453	47
0	1	620	70
231	1	1003	58
231	1	1010	62
79	1	1027	81
231	1	1277	70
79	1	610	62
20	2	1505	62
231	1	1017	70
17	1	1012	24
42	0	368	52
13	1	1359	44
38	0	212	24
231	1	1041	81
231	1	1066	76
231	1	1074	58
20	0	468	62
3	2	1427	38
0	1	604	33
1186	2	1455	33
79	1	766	52
36	0	54	81
17	1	783	44
20	0	405	44
231	1	705	70
231	1	903	52
17	0	330	81
20	1	960	62
397	1	1120	33
7	2	1518	62
397	1	679	33
20	0	54	58
38	2	1600	58
24	2	1529	38
231	1	1049	81
17	0	403	76
832	1	815	49
231	1	1211	81
231	1	1367	70
5	1	618	81
79	0	413	70
231	1	1318	81
231	1	1298	81
1407	2	1408	33
36	0	106	47
20	2	1482	52
11	0	328	33
42	0	339	44
231	1	1286	52
231	1	1145	76
231	2	1478	62
231	1	873	70
20	0	148	52
231	1	1348	81
38	0	445	76
231	1	743	20
36	0	37	44
20	0	205	52
60	0	61	44
147	0	337	44
231	1	598	76
42	0	500	58
231	1	1136	69
7	0	198	58
5	1	691	33
20	2	1444	81
85	2	1468	76
64	0	425	33
0	1	1253	62
231	1	610	62
27	1	79	52
62	1	1197	33
20	0	33	47
79	2	280	70
17	0	321	62
231	1	781	52
231	1	760	62
5	1	620	24
231	1	1291	58
231	1	928	58
11	0	40	76
62	0	270	24
24	0	563	33
231	1	1230	52
231	1	672	58
20	0	71	76
231	1	805	52
13	1	1062	33
64	0	560	44
231	1	1022	81
1396	2	1430	70
1324	2	1473	33
630	2	1507	62
38	0	487	81
79	0	289	44
5	1	841	38
20	0	393	47
231	1	1364	62
42	0	315	62
231	1	635	58
17	0	343	33
20	1	922	20
231	1	1051	81
62	1	869	33
231	1	826	52
231	1	923	76
0	1	618	58
231	1	684	81
557	0	331	33
42	0	318	58
723	1	724	47
5	0	190	58
7	2	1589	47
231	1	1135	76
231	1	1354	52
231	1	751	47
231	0	246	58
20	1	677	76
5	0	171	62
231	1	1394	70
231	0	246	76
62	2	1593	23
231	1	638	62
85	2	1483	52
5	0	221	38
231	1	1341	52
20	1	734	76
79	1	1375	81
13	0	554	62
17	0	359	58
3	2	1403	47
231	1	1043	76
231	1	1025	81
17	2	1509	24
60	0	253	38
231	1	633	52
20	0	95	24
79	0	450	62
231	1	726	7
231	1	1311	58
42	0	297	38
231	1	650	81
17	0	302	24
7	0	251	24
5	0	50	70
20	0	132	47
231	1	839	52
13	1	902	70
1340	1	1075	47
9	0	10	33
20	0	324	47
58	0	172	81
351	0	352	58
7	0	472	58
17	0	325	81
5	0	186	58
397	1	1252	33
1487	2	1488	70
64	0	71	47
3	0	222	62
20	0	142	81
1491	2	1519	47
13	1	759	62
17	0	18	62
20	2	1527	58
231	1	597	54
20	1	1060	76
42	0	362	58
231	1	756	81
58	0	256	76
231	1	1360	70
20	0	194	58
231	1	1141	62
231	1	1102	58
13	0	314	47
5	0	41	52
36	0	37	38
17	1	877	62
231	1	731	62
0	0	152	62
9	0	248	76
231	1	853	62
20	0	490	38
126	0	127	70
79	0	374	81
231	1	1326	76
0	1	797	24
231	1	855	58
231	1	838	58
85	0	542	81
79	1	1386	81
231	1	1210	70
13	1	959	13
231	1	915	58
20	0	470	52
3	0	130	58
1539	2	1540	19
38	0	525	24
3	0	98	33
42	0	43	58
231	1	1260	76
13	1	1204	24
231	1	662	62
17	0	451	47
17	0	383	62
237	0	390	62
164	0	219	62
312	0	280	70
0	1	654	62
0	1	669	52
231	1	863	62
429	0	430	58
17	1	1163	76
9	0	376	33
20	0	148	81
79	2	1494	52
3	0	98	81
231	1	1002	52
3	0	458	76
13	1	1239	86
231	1	1336	81
7	0	519	58
1425	2	1426	76
0	1	1303	52
1547	2	1548	47
13	1	772	68
79	2	79	58
231	1	1098	81
79	1	280	81
1396	2	1594	33
24	0	570	44
3	0	460	47
79	2	164	76
17	0	441	47
7	0	553	58
0	0	210	62
52	0	53	36
767	1	809	70
20	1	876	70
231	1	850	76
38	0	473	76
231	1	1240	70
231	1	1208	81
85	0	475	81
231	1	1385	76
13	0	385	13
231	1	918	58
20	0	32	52
42	0	528	58
38	0	534	24
626	1	627	33
20	0	499	38
231	1	653	62
24	0	421	44
231	1	870	85
62	1	1037	24
231	1	596	81
231	1	1339	70
79	0	80	62
231	1	1048	76
79	1	873	62
0	1	1099	76
231	1	1279	76
13	1	813	52
231	1	803	76
0	0	196	44
38	0	482	81
38	0	591	70
42	0	515	62
13	1	707	70
231	1	850	52
231	1	862	81
79	1	1055	24
0	0	254	44
231	1	924	81
13	1	1104	24
231	1	786	76
1396	2	1405	47
231	1	824	81
79	2	1464	38
231	1	784	76
231	0	232	70
231	1	874	58
13	1	1144	6
38	0	39	33
231	1	628	52
231	1	1270	58
231	1	1383	81
1396	2	1523	47
231	1	1039	81
231	1	940	62
164	1	639	68
20	0	106	52
231	1	992	38
13	1	1368	33
17	0	562	62
20	0	158	24
13	1	1350	58
13	0	26	33
85	0	400	52
231	1	725	76
79	1	686	38
231	1	1061	76
1410	2	1411	76
7	0	73	47
675	1	677	26
3	0	193	24
9	0	334	38
38	2	1423	62
85	0	341	52
231	1	674	76
13	0	495	66
1489	2	1538	47
147	0	433	44
79	1	597	62
365	2	1435	47
231	1	1345	70
231	0	272	62
832	2	280	33
13	1	842	33
58	0	59	81
231	1	1261	76
231	1	1089	52
85	0	86	76
3	0	103	44
13	1	1266	62
20	0	54	52
13	1	1194	52
38	0	128	33
13	1	1351	52
13	1	1393	62
13	2	1469	38
231	1	661	62
17	0	445	44
13	1	765	58
13	2	1528	44
231	1	1097	62
231	1	610	81
13	1	600	70
231	1	850	62
13	1	1376	81
231	1	601	58
0	1	1040	38
9	0	501	81
1396	2	1430	62
20	0	369	24
231	1	828	62
11	0	288	76
3	2	1467	38
42	0	191	46
231	1	1044	51
231	1	989	70
0	1	730	76
397	1	718	38
24	0	76	52
79	2	478	44
231	1	1218	58
5	1	834	38
0	2	1561	44
231	1	739	81
13	1	619	47
231	1	709	58
9	0	81	70
231	1	1121	76
231	1	787	62
17	0	522	47
7	2	1592	70
231	1	871	76
20	1	722	33
231	1	1047	58
20	1	960	81
79	1	703	52
231	2	1486	62
231	1	711	52
85	2	1412	58
79	1	647	0
13	0	22	83
231	1	1115	70
13	1	695	17
231	1	1008	70
11	0	57	38
231	1	1301	62
231	1	710	62
231	1	762	52
64	0	415	62
42	0	146	52
723	1	701	38
832	1	833	47
955	1	856	24
13	1	608	70
13	1	744	84
231	1	754	81
13	1	1246	47
231	1	1198	81
3	0	316	37
62	1	690	24
20	0	142	70
17	0	311	24
20	2	1408	52
3	0	137	44
231	1	950	58
17	0	378	62
5	1	618	25
13	0	520	62
3	0	131	62
13	0	544	44
176	0	177	33
231	1	795	52
85	0	526	76
20	0	470	44
231	1	1081	52
231	1	864	58
13	1	797	70
62	0	530	33
20	0	484	33
176	0	177	24
13	1	812	70
79	1	847	47
60	0	327	38
231	1	806	58
231	1	943	58
231	1	774	81
0	1	895	33
231	1	1059	81
231	1	801	76
62	0	588	33
231	1	1034	76
231	1	981	61
5	2	1399	24
13	1	1184	5
231	0	286	58
231	1	818	62
231	0	262	52
60	0	61	47
231	1	980	76
231	1	1302	57
5	1	620	38
614	1	919	81
60	0	357	33
435	0	436	38
79	1	618	44
0	0	233	70
20	0	21	81
306	0	307	76
38	0	479	81
231	1	1182	76
79	1	694	76
17	1	700	76
79	0	391	76
231	1	870	76
231	1	1087	52
5	1	753	65
365	1	698	52
13	0	170	81
231	1	1056	70
231	1	1379	76
1511	2	1512	33
11	0	115	38
79	1	1205	76
20	0	244	33
5	2	99	33
312	1	1366	21
0	0	578	38
231	1	1294	81
231	1	879	70
231	1	617	18
13	1	1289	38
20	1	1040	33
231	1	915	62
0	0	233	81
3	0	193	44
17	0	344	81
231	1	845	76
231	1	906	70
306	1	873	81
231	1	800	81
312	1	1142	38
0	1	618	36
20	0	68	47
13	1	1126	70
231	1	1377	70
231	1	755	76
231	1	878	62
231	1	1212	70
365	0	169	62
58	0	567	70
0	0	1	58
231	1	964	58
5	1	741	52
38	0	561	81
231	1	998	81
231	1	1065	62
353	0	354	33
231	1	1317	76
0	1	1140	62
231	1	763	81
231	1	1333	52
273	0	196	62
231	1	1145	47
47	0	129	24
231	1	1337	62
365	1	599	47
397	1	746	33
911	1	971	58
3	0	98	47
20	1	899	33
17	0	382	58
58	2	1555	81
79	1	1255	70
231	1	1170	70
231	1	1077	52
13	1	1355	45
231	1	1139	81
42	0	163	58
20	1	782	70
397	1	667	38
17	0	396	47
231	1	1148	62
29	1	885	33
0	1	624	81
5	0	6	24
231	1	1076	70
231	1	1384	81
20	0	492	70
231	1	1332	70
79	1	873	76
231	2	1445	81
0	1	273	76
231	1	907	70
231	1	1050	62
20	1	788	76
231	1	597	81
231	1	636	58
231	1	785	70
187	2	1447	81
237	0	238	62
13	0	101	33
1322	1	1323	81
0	1	843	76
3	2	1575	47
231	1	1381	81
79	1	1251	44
7	0	77	70
231	1	609	58
231	1	1349	76
231	1	829	70
5	1	729	44
1461	2	1462	47
231	1	1103	70
231	1	646	58
20	0	533	47
17	2	1541	8
614	2	280	60
231	1	603	62
397	1	728	33
85	0	388	52
79	1	1380	33
42	0	69	58
7	0	214	33
1536	2	1537	76
20	0	151	70
231	1	213	52
231	1	825	81
38	0	402	70
17	0	443	76
79	1	840	34
38	0	102	24
5	1	698	33
20	0	236	38
1487	2	1581	62
22	2	1573	33
38	2	128	24
3	0	239	37
231	1	1285	70
5	1	618	62
231	1	611	81
363	0	364	81
64	0	71	38
231	1	750	58
11	0	360	38
13	0	331	52
13	1	701	24
20	0	319	33
231	1	1073	76
62	1	944	24
79	1	703	38
231	1	651	81
85	0	226	81
312	1	1142	33
13	1	916	70
79	2	1434	76
20	0	418	58
5	1	658	81
231	1	1290	62
668	1	642	24
20	0	575	52
42	0	107	62
13	0	274	76
231	1	780	62
3	0	308	24
231	1	973	62
20	1	1018	76
231	1	1264	76
17	0	96	58
231	1	853	58
187	0	255	81
231	1	1176	70
79	1	815	24
231	1	698	71
231	1	1274	52
62	1	984	24
231	1	776	76
231	1	1198	52
17	1	971	81
5	1	799	58
1401	2	1402	83
38	0	505	76
17	1	618	38
20	0	281	81
614	1	615	81
13	0	14	76
13	0	70	76
20	0	529	47
306	1	873	70
231	1	1093	81
1396	2	1565	52
85	0	125	81
24	2	1440	33
231	1	856	81
231	1	896	62
9	0	509	33
17	1	888	58
231	1	1169	70
17	0	408	76
231	1	632	58
231	1	1125	70
42	0	318	38
626	1	802	33
24	0	539	52
3	0	521	24
13	2	1568	76
27	2	280	60
64	0	234	62
3	0	108	37
1396	2	1560	76
3	0	4	70
7	0	228	81
353	1	1138	26
38	0	177	24
27	1	815	70
17	1	1143	76
27	0	28	47
20	2	1441	38
231	1	1125	81
231	1	1057	58
85	0	564	52
231	1	1195	81
231	1	956	81
13	1	1369	81
0	2	1407	62
11	0	543	37
675	1	676	26
20	0	480	33
79	1	703	70
0	1	642	76
15	0	285	33
231	1	1283	76
20	1	897	76
17	0	423	76
231	1	947	62
5	0	117	62
20	0	133	52
231	1	987	81
614	1	873	68
231	1	821	52
20	0	31	33
58	0	169	81
231	1	1265	81
13	1	1288	81
17	1	597	81
7	0	207	58
832	1	815	44
231	1	1371	62
52	0	282	36
38	2	1480	24
231	1	1314	51
17	0	445	33
20	0	310	81
20	2	1444	58
13	1	682	52
3	0	410	44
79	0	503	62
38	0	586	81
79	1	631	70
231	1	990	81
231	2	1466	52
231	1	1131	62
5	1	761	62
187	0	188	62
20	1	922	80
3	0	104	33
231	1	1032	81
231	1	1014	76
3	0	483	44
13	1	701	69
258	0	259	81
231	1	737	62
463	0	464	33
231	1	1155	62
20	0	158	58
231	1	1033	62
159	0	160	62
20	0	377	81
